"District","FIPS","Year","Variable","Measure Type","Value"
"New Haven School District","900952070","2020-2021","Student Enrollment","Number","20051"
"New London School District","901152350","2020-2021","Student Enrollment","Number","3297"
"New Milford School District","900552630","2020-2021","Student Enrollment","Number","3733"
"Newington School District","900352140","2020-2021","Student Enrollment","Number","3974"
"Newtown School District","900152980","2020-2021","Student Enrollment","Number","4053"
"Norfolk School District","","2020-2021","Student Enrollment","Number","80"
"North Branford School District","900953890","2020-2021","Student Enrollment","Number","1615"
"North Canaan School District","","2020-2021","Student Enrollment","Number","248"
"North Haven School District","900954870","2020-2021","Student Enrollment","Number","3093"
"North Stonington School District","901155500","2020-2021","Student Enrollment","Number","707"
"Norwalk School District","900156060","2020-2021","Student Enrollment","Number","11579"
"Norwich Free Academy District","","2020-2021","Student Enrollment","Number","2113"
"Norwich School District","901156270","2020-2021","Student Enrollment","Number","3377"
"Odyssey Community School District","","2020-2021","Student Enrollment","Number","328"
"Old Saybrook School District","900757320","2020-2021","Student Enrollment","Number","1074"
"Orange School District","","2020-2021","Student Enrollment","Number","1234"
"Oxford School District","900958300","2020-2021","Student Enrollment","Number","1618"
"Park City Prep Charter School District","","2020-2021","Student Enrollment","Number","360"
"Path Academy District","","2020-2021","Student Enrollment","Number","-6666"
"Plainfield School District","901559980","2020-2021","Student Enrollment","Number","2010"
"Plainville School District","900360120","2020-2021","Student Enrollment","Number","2265"
"Plymouth School District","900560750","2020-2021","Student Enrollment","Number","1300"
"Pomfret School District","","2020-2021","Student Enrollment","Number","339"
"Portland School District","900761800","2020-2021","Student Enrollment","Number","1279"
"Preston School District","","2020-2021","Student Enrollment","Number","405"
"Putnam School District","901562710","2020-2021","Student Enrollment","Number","1114"
"Redding School District","","2020-2021","Student Enrollment","Number","806"
"Regional School District 01","","2020-2021","Student Enrollment","Number","323"
"Regional School District 04","","2020-2021","Student Enrollment","Number","838"
"Regional School District 05","","2020-2021","Student Enrollment","Number","2184"
"Regional School District 06","","2020-2021","Student Enrollment","Number","880"
"Regional School District 07","","2020-2021","Student Enrollment","Number","991"
"Regional School District 08","","2020-2021","Student Enrollment","Number","1302"
"Regional School District 09","","2020-2021","Student Enrollment","Number","835"
"Regional School District 10","","2020-2021","Student Enrollment","Number","2201"
"Regional School District 11","","2020-2021","Student Enrollment","Number","205"
"Regional School District 12","","2020-2021","Student Enrollment","Number","688"
"Regional School District 13","","2020-2021","Student Enrollment","Number","1440"
"Regional School District 14","","2020-2021","Student Enrollment","Number","1580"
"Regional School District 15","","2020-2021","Student Enrollment","Number","3513"
"Regional School District 16","","2020-2021","Student Enrollment","Number","2001"
"Regional School District 17","","2020-2021","Student Enrollment","Number","1849"
"Regional School District 18","","2020-2021","Student Enrollment","Number","1283"
"Regional School District 19","","2020-2021","Student Enrollment","Number","1105"
"Ridgefield School District","900163970","2020-2021","Student Enrollment","Number","4556"
"Rocky Hill School District","900365370","2020-2021","Student Enrollment","Number","2642"
"Salem School District","","2020-2021","Student Enrollment","Number","390"
"Salisbury School District","","2020-2021","Student Enrollment","Number","310"
"Scotland School District","","2020-2021","Student Enrollment","Number","88"
"Seymour School District","900967610","2020-2021","Student Enrollment","Number","2110"
"Sharon School District","","2020-2021","Student Enrollment","Number","112"
"Shelton School District","900168170","2020-2021","Student Enrollment","Number","4405"
"Sherman School District","","2020-2021","Student Enrollment","Number","252"
"Side By Side Charter School District","","2020-2021","Student Enrollment","Number","235"
"Simsbury School District","900368940","2020-2021","Student Enrollment","Number","4022"
"Somers School District","901369220","2020-2021","Student Enrollment","Number","1305"
"South Windsor School District","900371390","2020-2021","Student Enrollment","Number","4558"
"Southington School District","900370550","2020-2021","Student Enrollment","Number","6190"
"Sprague School District","","2020-2021","Student Enrollment","Number","254"
"Stafford School District","901372090","2020-2021","Student Enrollment","Number","1352"
"Stamford Academy District","","2020-2021","Student Enrollment","Number","-6666"
"Stamford Charter School for Excellence District","","2020-2021","Student Enrollment","Number","391"
"Stamford School District","900173070","2020-2021","Student Enrollment","Number","16273"
"Sterling School District","","2020-2021","Student Enrollment","Number","312"
"Stonington School District","901173770","2020-2021","Student Enrollment","Number","1901"
"Stratford School District","900174190","2020-2021","Student Enrollment","Number","6699"
"Suffield School District","900374540","2020-2021","Student Enrollment","Number","2073"
"The Bridge Academy District","","2020-2021","Student Enrollment","Number","281"
"The Gilbert School District","","2020-2021","Student Enrollment","Number","452"
"Thomaston School District","900575730","2020-2021","Student Enrollment","Number","825"
"Thompson School District","901575870","2020-2021","Student Enrollment","Number","976"
"Tolland School District","901376290","2020-2021","Student Enrollment","Number","2281"
"Torrington School District","900576570","2020-2021","Student Enrollment","Number","3704"
"Trailblazers Academy District","","2020-2021","Student Enrollment","Number","-6666"
"Trumbull School District","900177200","2020-2021","Student Enrollment","Number","6739"
"Unified School District #1","","2020-2021","Student Enrollment","Number","145"
"Unified School District #2","","2020-2021","Student Enrollment","Number","75"
"Union School District","","2020-2021","Student Enrollment","Number","-9999"
"Vernon School District","901378250","2020-2021","Student Enrollment","Number","3050"
"Voluntown School District","","2020-2021","Student Enrollment","Number","248"
"Wallingford School District","900978740","2020-2021","Student Enrollment","Number","5451"
"Waterbury School District","900980070","2020-2021","Student Enrollment","Number","18450"
"Waterford School District","901180280","2020-2021","Student Enrollment","Number","2367"
"Watertown School District","900580490","2020-2021","Student Enrollment","Number","2639"
"West Hartford School District","900382590","2020-2021","Student Enrollment","Number","9205"
"West Haven School District","900982870","2020-2021","Student Enrollment","Number","5801"
"Westbrook School District","900781680","2020-2021","Student Enrollment","Number","650"
"Western Connecticut Regional Educational Services","","2020-2021","Student Enrollment","Number","228"
"Weston School District","900183430","2020-2021","Student Enrollment","Number","2278"
"Westport School District","900183500","2020-2021","Student Enrollment","Number","5358"
"Wethersfield School District","900384900","2020-2021","Student Enrollment","Number","3574"
"Willington School District","","2020-2021","Student Enrollment","Number","398"
"Wilton School District","900186370","2020-2021","Student Enrollment","Number","3723"
"Winchester School District","900586440","2020-2021","Student Enrollment","Number","554"
"Windham School District","901586790","2020-2021","Student Enrollment","Number","3256"
